ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1201	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38560826	38561236	38560826	38560922	38561046	38561236
1202	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38560826	38561236	38560826	38560922	38561172	38561236
1203	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38562032	38563469	38562032	38562650	38563384	38563469
1204	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38562032	38563469	38562032	38563066	38563384	38563469
1205	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38564936	38565916	38564936	38565048	38565733	38565916
1206	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38570296	38571555	38570296	38570423	38570662	38571555
1207	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38570296	38571555	38570296	38570423	38571144	38571555
1208	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38570296	38571555	38570296	38570901	38571144	38571555
1209	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38570296	38571555	38570296	38570423	38571460	38571555
1210	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38570296	38571555	38570296	38571248	38571460	38571555
1211	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38572554	38573680	38572554	38572670	38573592	38573680
1212	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38577606	38579163	38577606	38577651	38577741	38579163
1213	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38577606	38579163	38577606	38577685	38578502	38579163
1214	"gene-Adgrd2-ps"	"Adgrd2-ps"	chrNC_000068.8	+	38577606	38579163	38577606	38577844	38578502	38579163
1215	"gene-Gm35049"	"Gm35049"	chrNC_000079.7	-	69154038	69155459	69154038	69154792	69155350	69155459
1216	"gene-Kmt2d"	"Kmt2d"	chrNC_000081.7	-	98754150	98754709	98754150	98754270	98754487	98754709
1217	"gene-Kmt2d"	"Kmt2d"	chrNC_000081.7	-	98754150	98754709	98754150	98754270	98754493	98754709
1218	"gene-4930461C15Rik"	"4930461C15Rik"	chrNC_000082.7	-	58225204	58226437	58225204	58225484	58225641	58226437
1219	"gene-4930461C15Rik"	"4930461C15Rik"	chrNC_000082.7	-	58225204	58226437	58225204	58225484	58225743	58226437
1220	"gene-4930461C15Rik"	"4930461C15Rik"	chrNC_000082.7	-	58225204	58226437	58225204	58225484	58226167	58226437
1221	"gene-4930461C15Rik"	"4930461C15Rik"	chrNC_000082.7	-	58225204	58226437	58225204	58225484	58226259	58226437
1222	"gene-Gm39913"	"Gm39913"	chrNC_000068.8	-	118691479	118692335	118691479	118691596	118692126	118692335
1223	"gene-Cntrl"	"Cntrl"	chrNC_000068.8	+	35022062	35023124	35022062	35022425	35022980	35023124
1224	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140383	12140540	12140605
1225	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140401	12140540	12140605
1226	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140446	12140540	12140605
1227	"gene-Cln3"	"Cln3"	chrNC_000073.7	-	126182171	126182619	126182171	126182268	126182474	126182619
1228	"gene-Cln3"	"Cln3"	chrNC_000073.7	-	126182171	126182619	126182171	126182272	126182474	126182619
1229	"gene-Arhgap45"	"Arhgap45"	chrNC_000076.7	+	79857379	79857693	79857379	79857517	79857628	79857693
1230	"gene-Ints13"	"Ints13"	chrNC_000072.7	-	146451584	146452272	146451584	146451662	146452136	146452272
1231	"gene-Gm13596"	"Gm13596"	chrNC_000068.8	+	68303307	68306480	68303307	68304349	68306191	68306480
1232	"gene-Vps33b"	"Vps33b"	chrNC_000073.7	+	79935303	79935646	79935303	79935378	79935581	79935646
1233	"gene-Eng"	"Eng"	chrNC_000068.8	+	32571207	32572681	32571207	32571309	32571448	32572681
1234	"gene-Gm33738"	"Gm33738"	chrNC_000071.7	+	128524601	128526070	128524601	128524826	128525618	128526070
1235	"gene-Gm41934"	"Gm41934"	chrNC_000067.7	-	119046815	119050681	119046815	119047997	119048713	119050681
1236	"gene-Gm41934"	"Gm41934"	chrNC_000067.7	-	119046815	119050681	119046815	119048799	119050601	119050681
1237	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85722364	85722566	85722364	85722395	85722467	85722566
1238	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725020	85724832	85724920	85725011	85725020
1239	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725020	85724832	85724920	85725014	85725020
1240	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725153	85724832	85724920	85725118	85725153
1241	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725153	85724832	85725020	85725118	85725153
1242	"gene-Dzip1"	"Dzip1"	chrNC_000080.7	-	119112926	119114674	119112926	119113121	119114405	119114674
1243	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208127	4208608	4208716
1244	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208362	4208608	4208716
1245	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208365	4208608	4208716
1246	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208801	4208918
1247	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208827	4208918
1248	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208849	4208918
1249	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155456423	155459467	155456423	155458986	155459443	155459467
1250	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155456423	155459660	155456423	155459467	155459567	155459660
1251	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155470412	155470819	155470412	155470589	155470673	155470819
1252	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155474767	155475189	155474767	155474938	155475084	155475189
1253	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155475272	155475920	155475272	155475368	155475782	155475920
1254	"gene-Gm52089"	"Gm52089"	chrNC_000080.7	+	17523247	17526708	17523247	17525809	17526553	17526708
1255	"gene-Gm33126"	"Gm33126"	chrNC_000068.8	+	31975280	31977189	31975280	31976474	31976955	31977189
1256	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55223070	55223807	55223070	55223271	55223568	55223807
1257	"gene-Phkb"	"Phkb"	chrNC_000074.7	+	86785933	86790880	86785933	86789902	86790018	86790880
1258	"gene-Htr4"	"Htr4"	chrNC_000084.7	+	62456667	62457159	62456667	62456913	62457036	62457159
1259	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31505509	31507533	31505509	31505637	31506190	31507533
1260	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31505509	31507533	31505509	31505698	31506190	31507533
1261	"gene-Gm52668"	"Gm52668"	chrNC_000070.7	-	102365478	102370630	102365478	102367524	102370559	102370630
1262	"gene-Gm39783"	"Gm39783"	chrNC_000068.8	+	30662548	30663578	30662548	30663295	30663472	30663578
1263	"gene-Cylc2"	"Cylc2"	chrNC_000070.7	+	51228110	51230654	51228110	51228806	51229211	51230654
1264	"gene-Cylc2"	"Cylc2"	chrNC_000070.7	+	51228110	51230654	51228110	51228563	51229292	51230654
1265	"gene-Ttn"	"Ttn"	chrNC_000068.8	-	76538791	76544556	76538791	76538941	76539097	76544556
1266	"gene-Hs3st4"	"Hs3st4"	chrNC_000073.7	+	123592957	123598873	123592957	123593060	123598410	123598873
1267	"gene-Tars2"	"Tars2"	chrNC_000069.7	-	95649627	95649990	95649627	95649729	95649889	95649990
1268	"gene-Zbtb1"	"Zbtb1"	chrNC_000078.7	+	76431999	76435414	76431999	76433913	76435350	76435414
1269	"gene-Zbtb1"	"Zbtb1"	chrNC_000078.7	+	76435350	76443729	76435350	76435414	76441717	76443729
1270	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	49135553	49136218	49135553	49135811	49135911	49136218
1271	"gene-Fndc4"	"Fndc4"	chrNC_000071.7	-	31449588	31450830	31449588	31450508	31450757	31450830
1272	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27190069	27195096	27190069	27194348	27194942	27195096
1273	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27194357	27195096	27194357	27194532	27194942	27195096
1274	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27194357	27195096	27194357	27194774	27194942	27195096
1275	"gene-Gm35679"	"Gm35679"	chrNC_000080.7	-	75517415	75519620	75517415	75517476	75517587	75519620
1276	"gene-Gm34484"	"Gm34484"	chrNC_000068.8	-	124547769	124551016	124547769	124548698	124550745	124551016
1277	"gene-Rpl7a"	"Rpl7a"	chrNC_000068.8	+	26802682	26803069	26802682	26802813	26802999	26803069
1278	"gene-Hes1"	"Hes1"	chrNC_000082.7	+	29884161	29884516	29884161	29884248	29884352	29884516
1279	"gene-Taok3"	"Taok3"	chrNC_000071.7	+	117342363	117344591	117342363	117342460	117344156	117344591
1280	"gene-Zbtb32"	"Zbtb32"	chrNC_000073.7	-	30290481	30293315	30290481	30291390	30292336	30293315
1281	"gene-Gm46183"	"Gm46183"	chrNC_000076.7	+	121644517	121656278	121644517	121644621	121645009	121656278
1282	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945410	32948065
1283	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32945220	32945410	32948065
1284	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945413	32948065
1285	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32945220	32945413	32948065
1286	"gene-Gm33642"	"Gm33642"	chrNC_000068.8	-	33401533	33402570	33401533	33402063	33402453	33402570
1287	"gene-Map2k7"	"Map2k7"	chrNC_000074.7	+	4295694	4297897	4295694	4295825	4297656	4297897
1288	"gene-Gm33429"	"Gm33429"	chrNC_000072.7	-	37507488	37508005	37507488	37507595	37507906	37508005
1289	"gene-Gm29861"	"Gm29861"	chrNC_000076.7	+	61052927	61053405	61052927	61053115	61053352	61053405
1290	"gene-Gm17224"	"Gm17224"	chrNC_000067.7	+	172034593	172036821	172034593	172035269	172036483	172036821
1291	"gene-Gm17224"	"Gm17224"	chrNC_000067.7	+	172034593	172036821	172034593	172035289	172036483	172036821
1292	"gene-Gm17224"	"Gm17224"	chrNC_000067.7	+	172034593	172036821	172034593	172036523	172036711	172036821
1293	"gene-Gm17224"	"Gm17224"	chrNC_000067.7	+	172034593	172036821	172034593	172036523	172036715	172036821
1294	"gene-Eya1"	"Eya1"	chrNC_000067.7	-	14374648	14375172	14374648	14374698	14374796	14375172
1295	"gene-Gm34450"	"Gm34450"	chrNC_000067.7	+	82802443	82803250	82802443	82802969	82803201	82803250
1296	"gene-Gm34450"	"Gm34450"	chrNC_000067.7	+	82803516	82803769	82803516	82803587	82803669	82803769
1297	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128757	125129734	125128757	125128766	125129576	125129734
1298	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125137495	125138746	125137495	125137607	125137719	125138746
1299	"gene-Arhgap23"	"Arhgap23"	chrNC_000077.7	+	97354209	97354527	97354209	97354336	97354458	97354527
1300	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101339958	101346604	101339958	101346044	101346550	101346604
1301	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101384581	101409105	101384581	101408783	101408936	101409105
1302	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101429597	101438261	101429597	101429682	101438169	101438261
1303	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101429597	101438261	101429597	101436339	101438169	101438261
1304	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101516690	101525596	101516690	101516810	101525537	101525596
1305	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101545306	101545748	101545306	101545511	101545641	101545748
1306	"gene-Gm32262"	"Gm32262"	chrNC_000086.8	+	101545306	101545748	101545306	101545511	101545655	101545748
1307	"gene-Slc25a45"	"Slc25a45"	chrNC_000085.7	+	5927849	5928719	5927849	5928123	5928634	5928719
1308	"gene-Zfc3h1"	"Zfc3h1"	chrNC_000076.7	+	115267607	115268677	115267607	115267670	115267800	115268677
1309	"gene-Nsd1"	"Nsd1"	chrNC_000079.7	+	55361016	55361963	55361016	55361130	55361873	55361963
1310	"gene-Socs2"	"Socs2"	chrNC_000076.7	-	95246513	95248972	95246513	95246597	95248520	95248972
1311	"gene-Socs2"	"Socs2"	chrNC_000076.7	-	95246513	95248972	95246513	95246617	95248520	95248972
1312	"gene-Gm12996"	"Gm12996"	chrNC_000070.7	+	116687244	116687802	116687244	116687398	116687474	116687802
1313	"gene-Wfdc8"	"Wfdc8"	chrNC_000068.8	-	164438377	164439698	164438377	164438733	164439609	164439698
1314	"gene-Myh7"	"Myh7"	chrNC_000080.7	-	55230760	55231082	55230760	55230816	55231044	55231082
1315	"gene-Adamtsl5"	"Adamtsl5"	chrNC_000076.7	-	80178140	80178854	80178140	80178227	80178742	80178854
1316	"gene-Adamtsl5"	"Adamtsl5"	chrNC_000076.7	-	80178140	80178854	80178140	80178533	80178742	80178854
1317	"gene-Optn"	"Optn"	chrNC_000068.8	-	5025452	5026292	5025452	5026039	5026133	5026292
1318	"gene-Hspa5"	"Hspa5"	chrNC_000068.8	+	34662101	34662458	34662101	34662158	34662240	34662458
1319	"gene-Egfem1"	"Egfem1"	chrNC_000069.7	+	29744209	29745207	29744209	29744344	29744541	29745207
1320	"gene-Ankrd16"	"Ankrd16"	chrNC_000068.8	+	11786287	11788560	11786287	11786330	11788451	11788560
1321	"gene-Ankrd16"	"Ankrd16"	chrNC_000068.8	+	11786287	11788560	11786287	11786344	11788451	11788560
1322	"gene-Ankrd16"	"Ankrd16"	chrNC_000068.8	+	11786287	11788560	11786287	11787530	11788451	11788560
1323	"gene-Gm41359"	"Gm41359"	chrNC_000081.7	-	79348258	79348839	79348258	79348466	79348576	79348839
1324	"gene-Lcorl"	"Lcorl"	chrNC_000071.7	-	45866783	45885084	45866783	45867075	45880315	45885084
1325	"gene-Popdc3"	"Popdc3"	chrNC_000076.7	+	45190656	45191375	45190656	45191004	45191163	45191375
1326	"gene-Mutyh"	"Mutyh"	chrNC_000070.7	+	116672995	116673551	116672995	116673035	116673509	116673551
1327	"gene-Mutyh"	"Mutyh"	chrNC_000070.7	+	116675084	116675479	116675084	116675234	116675437	116675479
1328	"gene-Ccdc150"	"Ccdc150"	chrNC_000067.7	+	54403576	54404122	54403576	54403771	54404053	54404122
1329	"gene-Gm26995"	"Gm26995"	chrNC_000071.7	-	118075898	118076726	118075898	118076405	118076578	118076726
1330	"gene-Myl2"	"Myl2"	chrNC_000071.7	+	122231251	122231913	122231251	122231758	122231890	122231913
1331	"gene-Entpd8"	"Entpd8"	chrNC_000068.8	+	24973231	24973746	24973231	24973391	24973509	24973746
1332	"gene-Gm35425"	"Gm35425"	chrNC_000069.7	+	35372585	35376837	35372585	35372771	35373672	35376837
1333	"gene-Gm35425"	"Gm35425"	chrNC_000069.7	+	35372585	35376837	35372585	35373784	35374662	35376837
1334	"gene-Gm35425"	"Gm35425"	chrNC_000069.7	+	35372585	35376837	35372585	35374055	35374666	35376837
1335	"gene-Gm35425"	"Gm35425"	chrNC_000069.7	+	35372585	35376837	35372585	35373784	35376550	35376837
1336	"gene-Gm35425"	"Gm35425"	chrNC_000069.7	+	35372585	35376837	35372585	35374774	35376709	35376837
1337	"gene-Pax3"	"Pax3"	chrNC_000067.7	-	78077903	78080211	78077903	78079472	78079964	78080211
1338	"gene-P2rx3"	"P2rx3"	chrNC_000068.8	-	84863344	84865038	84863344	84863710	84864920	84865038
1339	"gene-Wdr38"	"Wdr38"	chrNC_000068.8	+	38891305	38891600	38891305	38891440	38891521	38891600
1340	"gene-Brca2"	"Brca2"	chrNC_000071.7	+	150454533	150455198	150454533	150454642	150455148	150455198
1341	"gene-Gm33159"	"Gm33159"	chrNC_000070.7	-	49608026	49612402	49608026	49608657	49612343	49612402
1342	"gene-Gm33159"	"Gm33159"	chrNC_000070.7	-	49608026	49612402	49608026	49612238	49612343	49612402
1343	"gene-Gm52515"	"Gm52515"	chrNC_000068.8	-	68796151	68796802	68796151	68796577	68796723	68796802
1344	"gene-Gm29921"	"Gm29921"	chrNC_000069.7	-	82063242	82064384	82063242	82063519	82064069	82064384
1345	"gene-Gm29921"	"Gm29921"	chrNC_000069.7	-	82063242	82064384	82063242	82063519	82064260	82064384
1346	"gene-C5ar2"	"C5ar2"	chrNC_000073.7	-	15969744	15971899	15969744	15970307	15970345	15971899
1347	"gene-Dab2ip"	"Dab2ip"	chrNC_000068.8	+	35618069	35621006	35618069	35618140	35619122	35621006
1348	"gene-Dab2ip"	"Dab2ip"	chrNC_000068.8	+	35618069	35621006	35618069	35618140	35620435	35621006
1349	"gene-Gm28154"	"Gm28154"	chrNC_000067.7	-	17707282	17711322	17707282	17707369	17707630	17711322
1350	"gene-Gm28154"	"Gm28154"	chrNC_000067.7	-	17707282	17711322	17707282	17707369	17709506	17711322
1351	"gene-Gm28154"	"Gm28154"	chrNC_000067.7	-	17707282	17711322	17707282	17709604	17710423	17711322
1352	"gene-Tafazzin"	"Tafazzin"	chrNC_000086.8	+	73332053	73332625	73332053	73332119	73332267	73332625
1353	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32263644	32265702	32263644	32263782	32265641	32265702
1354	"gene-Gm32028"	"Gm32028"	chrNC_000085.7	+	56184309	56187482	56184309	56184475	56185514	56187482
1355	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117154280	117162586	117154280	117154954	117156570	117162586
1356	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117154280	117162586	117154280	117156606	117158715	117162586
1357	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117154280	117162586	117154280	117156691	117158715	117162586
1358	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117158715	117162586	117158715	117158820	117159031	117162586
1359	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117158715	117162586	117158715	117159114	117159292	117162586
1360	"gene-Gm12843"	"Gm12843"	chrNC_000070.7	+	117154280	117162586	117154280	117159660	117160047	117162586
1361	"gene-Gm32002"	"Gm32002"	chrNC_000071.7	+	74322232	74323923	74322232	74323295	74323681	74323923
1362	"gene-Gm51959"	"Gm51959"	chrNC_000078.7	+	110954351	110954745	110954351	110954405	110954525	110954745
1363	"gene-Gm32605"	"Gm32605"	chrNC_000076.7	+	117740354	117742066	117740354	117740506	117740978	117742066
1364	"gene-Setd5"	"Setd5"	chrNC_000072.7	+	113084865	113085452	113084865	113084913	113085381	113085452
1365	"gene-Il21"	"Il21"	chrNC_000069.7	-	37276907	37279675	37276907	37279509	37279597	37279675
1366	"gene-Ncoa5"	"Ncoa5"	chrNC_000068.8	-	164851242	164852507	164851242	164851369	164851603	164852507
1367	"gene-Ncoa5"	"Ncoa5"	chrNC_000068.8	-	164851242	164852507	164851242	164851369	164852370	164852507
1368	"gene-Gm33066"	"Gm33066"	chrNC_000069.7	+	152930029	152930574	152930029	152930139	152930491	152930574
1369	"gene-6430573P05Rik"	"6430573P05Rik"	chrNC_000069.7	+	79194161	79197150	79194161	79194632	79195036	79197150
1370	"gene-6430573P05Rik"	"6430573P05Rik"	chrNC_000069.7	+	79194161	79197150	79194161	79195116	79195685	79197150
1371	"gene-Sertad4"	"Sertad4"	chrNC_000067.7	-	192536946	192537389	192536946	192537094	192537192	192537389
1372	"gene-Gm40158"	"Gm40158"	chrNC_000069.7	-	142272073	142274266	142272073	142272434	142274208	142274266
1373	"gene-Crip3"	"Crip3"	chrNC_000083.7	+	46742101	46742706	46742101	46742218	46742304	46742706
1374	"gene-Srsf4"	"Srsf4"	chrNC_000070.7	+	131611586	131612803	131611586	131611793	131612619	131612803
1375	"gene-Srsf4"	"Srsf4"	chrNC_000070.7	+	131611586	131612803	131611586	131611793	131612666	131612803
1376	"gene-Gm13021"	"Gm13021"	chrNC_000070.7	+	140153106	140155167	140153106	140153172	140153483	140155167
1377	"gene-Gm13021"	"Gm13021"	chrNC_000070.7	+	140153106	140155167	140153106	140153172	140155043	140155167
1378	"gene-Atosb"	"Atosb"	chrNC_000070.7	-	43035835	43037206	43035835	43036804	43037062	43037206
1379	"gene-Apoc1"	"Apoc1"	chrNC_000073.7	-	19426335	19426584	19426335	19426411	19426533	19426584
1380	"gene-Mtf2"	"Mtf2"	chrNC_000071.7	+	108217027	108221320	108217027	108217229	108221172	108221320
1381	"gene-Mtf2"	"Mtf2"	chrNC_000071.7	+	108217027	108221320	108217027	108217389	108221172	108221320
1382	"gene-Mtf2"	"Mtf2"	chrNC_000071.7	+	108228690	108228889	108228690	108228707	108228787	108228889
1383	"gene-Myef2"	"Myef2"	chrNC_000068.8	-	124929596	124930957	124929596	124929623	124930782	124930957
1384	"gene-Gm30692"	"Gm30692"	chrNC_000074.7	+	24902346	24905378	24902346	24902814	24903072	24905378
1385	"gene-Gm30692"	"Gm30692"	chrNC_000074.7	+	24902346	24905378	24902346	24902827	24903072	24905378
1386	"gene-Ppp1r26"	"Ppp1r26"	chrNC_000068.8	+	28336979	28337994	28336979	28337313	28337896	28337994
1387	"gene-Ppp1r26"	"Ppp1r26"	chrNC_000068.8	+	28336979	28337994	28336979	28337324	28337896	28337994
1388	"gene-Gm33533"	"Gm33533"	chrNC_000067.7	-	36778093	36779422	36778093	36778246	36779250	36779422
1389	"gene-Ankrd35"	"Ankrd35"	chrNC_000069.7	+	96597507	96598350	96597507	96597612	96598154	96598350
1390	"gene-Slc25a38"	"Slc25a38"	chrNC_000075.7	+	119948948	119949502	119948948	119949021	119949322	119949502
1391	"gene-Slc25a38"	"Slc25a38"	chrNC_000075.7	+	119948948	119949502	119948948	119949071	119949322	119949502
1392	"gene-Smox"	"Smox"	chrNC_000068.8	+	131362331	131363091	131362331	131362566	131362974	131363091
1393	"gene-Mus81"	"Mus81"	chrNC_000085.7	-	5533482	5533693	5533482	5533586	5533662	5533693
1394	"gene-Cdk12"	"Cdk12"	chrNC_000077.7	+	98140508	98154396	98140508	98140926	98154295	98154396
1395	"gene-Doc2a"	"Doc2a"	chrNC_000073.7	+	126447085	126448034	126447085	126447204	126447586	126448034
1396	"gene-Doc2a"	"Doc2a"	chrNC_000073.7	+	126447085	126448034	126447085	126447204	126447678	126448034
1397	"gene-Tlr8"	"Tlr8"	chrNC_000086.8	-	166024118	166028845	166024118	166027976	166028664	166028845
1398	"gene-Gm34969"	"Gm34969"	chrNC_000067.7	+	185233823	185235101	185233823	185233920	185234217	185235101
1399	"gene-Acvr1c"	"Acvr1c"	chrNC_000068.8	-	58157464	58165055	58157464	58162849	58164871	58165055
1400	"gene-Tgif2"	"Tgif2"	chrNC_000068.8	+	156695048	156697490	156695048	156695148	156695265	156697490
1401	"gene-Gm32791"	"Gm32791"	chrNC_000074.7	-	31449238	31449726	31449238	31449488	31449635	31449726
1402	"gene-Gm42016"	"Gm42016"	chrNC_000071.7	+	119466439	119468591	119466439	119466546	119467687	119468591
1403	"gene-Chkb"	"Chkb"	chrNC_000081.7	-	89312613	89313030	89312613	89312747	89312916	89313030
1404	"gene-Chkb"	"Chkb"	chrNC_000081.7	-	89312613	89313030	89312613	89312781	89312916	89313030
1405	"gene-Gm34602"	"Gm34602"	chrNC_000067.7	+	184609654	184610549	184609654	184609875	184610479	184610549
